Collection_Date_(M/D/Y),Site_Name,Latitude,Longitude,Trap_Type,ID_#,Female,Species_#,"If_4,_species?",Non-Culex_ID,Species_(Culex-centric),Reproductive_Status,Mean_Primary_EFL_(unadjusted),Mean_Primary_EFL,Diapause_Status_(D/ND/T),ID_Confidence,GDD_43210_TOSPC,#_of_Samples_in_Cell:,Field_or_Culvert
10/11/2019,D - Westerville,40.067786,-82.932134,Gravid,1 of them,Y,0,,Ae. albo,Ae. albo,,,,,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E1,Y,1,,,Cx. pipiens,,,,,L,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E2,NA,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E3,NA,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,1 of them,Y,0,,Ae. japonicus,Ae. japonicus,,,,,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,1 of them,N,0,,An. punctipennis,An. punctipennis,gravid,,,ND,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E6,Y,1,,,Cx. pipiens,,,,,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,1 of them,Y,0,,An. quadrimaculatus,An. quadrimaculatus,,,,,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,1 of them,Y,0,,Ae. japonicus,Ae. japonicus,gravid,,,ND,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E9,Y,1,,,Cx. pipiens,,,,,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E10,NA,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E11,NA,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E12,Y,"1,2,3,4",,,Culex,gravid,,,ND,L,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E13,Y,1,,,Cx. pipiens,gravid,,,ND,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E14,Y,1,,,Cx. pipiens,,,,,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,1 of them,Y,0,,Ae. albo,Ae. albo,,,,,H,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E16,NA,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3628,1.00,Field
10/11/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,III.E17,NA,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3628,1.00,Field
10/18/2019,B - Webster,40.039153,-83.02442,Gravid,IV.B1,N,2,,,Cx. restuans,,,,,L,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D1,Unsure,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D2,Y,3,,,Cx. salinarius,gravid,,,ND,H,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D3,Y,3,,,Cx. salinarius,N?,6.6,33,D,H,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D4,Y,1,,,Cx. pipiens,gravid,,,ND,H,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,1 of them,N,0,,Aedes,Aedes,,,,,L,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D6,N,1,,,Cx. pipiens,,,,,L,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D7,Y,2,,,Cx. restuans,gravid,,,ND,L,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D8,Y,2,,,Cx. restuans,N?,10,50,D,L,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D9,Y,1,,,Cx. pipiens,gravid,,,ND,H,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D10,Y,1 or 2 or 3,,,Culex,N?,9,45,D,H,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D11,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,H,3660,1.00,Field
10/18/2019,D - Westerville,40.067786,-82.932134,Gravid,IV.D12,Y,1,,,Cx. pipiens,Gravid,,,ND,H,3660,1.00,Field
10/25/2019,A - Poultry,40.007826,-83.030031,Gravid,V.A1,Y,1 or 2,,,Cx. pipiens or Cx. restuans,gravid,,,ND,H,3702,1.00,Field
10/25/2019,A - Poultry,40.007826,-83.030031,Gravid,1 of them,Y,0,,Ae. albopictus,Ae. albopictus,,,,,H,3702,1.00,Field
10/25/2019,B - Webster,40.039153,-83.02442,Gravid,V.B1,Y,1,,,Cx. pipiens,,,,,L,3702,1.00,Field
10/25/2019,B - Webster,40.039153,-83.02442,Gravid,V.B2,Y,"1,2,3,4,0",,,Culex,,,,,H,3702,1.00,Field
10/25/2019,B - Webster,40.039153,-83.02442,Gravid,V.B3,Y,1,,,Cx. pipiens,Gravid,,,ND,H,3702,1.00,Field
10/25/2019,B - Webster,40.039153,-83.02442,Gravid,V.B4,,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3702,1.00,Field
10/25/2019,B - Webster,40.039153,-83.02442,Gravid,V.B5,Y,1,,,Cx. pipiens,N?,10.8,54,D,H,3702,1.00,Field
10/25/2019,B - Webster,40.039153,-83.02442,Gravid,1 of them,Y,0,,Culiseta Melanura,Culiseta Melanura,,,,,L,3702,1.00,Field
10/25/2019,C - Norris Dr.,40.044675,-82.980437,Gravid,V.C1,,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3702,1.00,Field
10/25/2019,C - Norris Dr.,40.044675,-82.980437,Gravid,V.C2,Y,"1, 2, 3, 4",,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3702,1.00,Field
10/25/2019,C - Norris Dr.,40.044675,-82.980437,Gravid,1 of them,Y,0,,Psorophora columbiae,Psorophora columbiae,,,,,L,3702,1.00,Field
10/25/2019,C - Norris Dr.,40.044675,-82.980437,Gravid,1 of them,Y,0,,Ae. japonicus,Ae. japonicus,,,,,L,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D1,Y,1,,,Cx. pipiens,gravid,,,ND,H,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D2,Y,2,,,Cx. restuans,Y,7.8,39,D,L,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D3,,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D4,N,2,,,Cx. restuans,,,,,L,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D5,N,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,H,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D6,Y,2,,,Cx. restuans,,,,,L,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D7,N,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,H,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D8,N,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,H,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D9,N,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,H,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D10,Y or N,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,L,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D11,N,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,L,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D12,Y,1,,,Cx. pipiens,Y?,11.2,56,D,L,3702,1.00,Field
10/25/2019,D - Westerville,40.067786,-82.932134,Gravid,V.D13,Y,2,,,Cx. restuans,gravid,,,ND,H,3702,1.00,Field
10/25/2019,E - Summit View Rd,40.131555,-83.08338,Gravid,V.E1,,,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,,3702,1.00,Field
11/22/2019,A - Poultry,40.007826,-83.030031,Gravid,VI.A1,N,1,,,Cx. pipiens,,,,,L,3736,1.00,Field
11/22/2019,D - Westerville,40.067786,-82.932134,Gravid,VI.D1,Y,2,,,Cx. restuans,gravid,,,ND,H,3736,1.00,Field
11/22/2019,D - Westerville,40.067786,-82.932134,Gravid,VI.D2,Y,2,,,Cx. restuans,Y,8.4,42,D,L,3736,1.00,Field
11/22/2019,D - Westerville,40.067786,-82.932134,Gravid,VI.D3,Y,2,,,Cx. restuans,Y,11.2,56,D,H,3736,1.00,Field
11/22/2019,D - Westerville,40.067786,-82.932134,Gravid,VI.D4,Y,1,,,Cx. pipiens,Y,10.8,54,D,L,3736,1.00,Field
11/22/2019,D - Westerville,40.067786,-82.932134,Gravid,VI.D5,Y,1,,,Cx. pipiens,gravid,,,ND,H,3736,1.00,Field
3/21/2020,D - Westerville,40.067786,-82.932134,Gravid,VII.D1,Y,1,,,Cx. pipiens,,,,,H,68,1.00,Field
3/28/2020,A - Poultry,40.007826,-83.030031,gravid,VIII.A1,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,A - Poultry,40.007826,-83.030031,gravid,VIII.A2,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B1,Y,2,,,Cx. restuans,Gravid,,,ND,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B2,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B3,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B4,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B5,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B6,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B7,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B8,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B9,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B10,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B11,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B12,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B13,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B14,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B15,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B16,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B17,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B18,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B19,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B20,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B21,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B22,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B23,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B24,Y,2,,,Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B25,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B26,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B27,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B28,Y,2,,,Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B29,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B30,Y,"1,2,3,4",,,Culex,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B31,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B32,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B33,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B34,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B35,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B36,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B37,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B38,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B39,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B40,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B41,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B42,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B43,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B44,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,B - Webster,40.039153,-83.02442,Gravid,VIII.B45,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C1,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C2,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C3,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C4,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C5,Y,2,,,Cx. restuans,,,,,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C6,Y,2,,,Cx. restuans,,,,,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C7,Y,1,,,Cx. pipiens,Gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C8,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C9,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C10,Y,2,,,Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C11,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C12,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C13,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C14,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C15,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C16,Y,1,,,Cx. pipiens,gravid,,,ND,L,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C17,Y,1,,,Cx. pipiens,,,,,L,99,1.00,Field
3/28/2020,C - Norris Dr.,40.044675,-82.980437,Gravid,VIII.C18,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D1,Y,1 or 2 or 3 or 4,,,Culex,,,,,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D2,Y,Mosquito,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D3,Y,Mosquito,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D4,Y,1,,,Cx. pipiens,Gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D5,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D6,Y,2,,,Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D7,Y,2,,,Cx. restuans,Gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D8,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D9,Y,1,,,Cx. pipiens,gravid,,,ND,L,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D10,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D11,Y,1,,,Cx. pipiens,gravid,,,ND,L,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D12,Y,2,,,Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D13,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D14,Y,1,,,Cx. pipiens,Gravid,,,ND,L,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D15,Y,1,,,Cx. pipiens,gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D16,Y,1,,,Cx. pipiens,Gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D17,Y,1 or 2,,,Cx. pipiens or Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,D - Westerville,40.067786,-82.932134,Gravid,VIII.D18,Y,2,,,Cx. restuans,gravid,,,ND,L,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E1,Y,1,,,Cx. pipiens,gravid,,,ND,L,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E2,Y,2,,,Cx. restuans,gravid,,,ND,H,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E3,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,H,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E4,Y,1 or 2 or 3 or 4,,,Culex,,,,,H,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E5,Y,Mosquito,,,"Either it's non-Culicidae, a poorly IDed sample, or it's not using the Fall 2021 - Spring 2022 format",,,,,H,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E6,Y,1,,,Cx. pipiens,Gravid,,,ND,H,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E7,Y,1,,,Cx. pipiens,Gravid,,,ND,L,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E8,Y,1 or 2,,,Cx. pipiens or Cx. restuans,Gravid,,,ND,H,99,1.00,Field
3/28/2020,E - Summit View Rd,40.131555,-83.08338,Gravid,VIII.E9,Y,2,,,Cx. restuans,Gravid,,,ND,L,99,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B1,Y,1,,,Cx. pipiens,gravid,,,ND,H,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B2,Y,"1,2,3,4",,,Culex,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B3,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B4,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B5,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B6,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B7,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B8,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B9,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B10,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B11,Y,1,,,Cx. pipiens,gravid,,,ND,H,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B12,Y,1,,,Cx. pipiens,gravid,,,ND,H,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B13,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B14,Y,1,,,Cx. pipiens,gravid,,,ND,H,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B15,Y,1,,,Cx. pipiens,gravid,,,ND,H,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B16,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B17,Y,1,,,Cx. pipiens,gravid,,,ND,H,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B18,Y,"1,2,3,4",,,Culex,,,,,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B19,Y,"1,2",,,Cx. pipiens or Cx. restuans,gravid,,,ND,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B20,Y,1,,,Cx. pipiens,gravid,,,ND,H,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B21,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,208,1.00,Field
4/26/2020,B - Webster,40.039153,-83.02442,Gravid,IX.B22,Y,"1,2",,,Cx. pipiens or Cx. restuans,,,,,L,208,1.00,Field
